Name,City,Price,Rating,Stars,Reviews,Location,Cleanliness,staff,Comfort,Value for Money,Facilities,Wifi,Closest attraction dist,Closest transportation,Closest airport,payment methods,Number of languages,Allowing pets
 Elysee by Library Hotel Collection,New-York,1453.0,8.7,4,158.0,9.6,9.0,9.6,9.1,8.3,8.5,9.4,1.1,0.25,9.0,4.0,8,False
Ramada by Wyndham New York Times Square West,New-York,1495.0,6.9,3,2474.0,8.9,7.2,7.7,7.2,7.1,6.9,7.9,1.2,0.25,10.0,3.0,2,False
Econo Lodge Times Square,New-York,684.0,5.7,2,848.0,8.5,6.1,6.9,6.1,6.2,5.7,7.5,1.4,0.25,10.0,4.0,5,False
The Ridge,New-York,1087.0,6.8,3,558.0,8.7,7.1,6.7,7.2,6.8,6.7,7.4,2.0,0.2,11.0,4.0,2,False
Casamia 36 ,New-York,942.0,6.5,3,78.0,8.1,6.6,8.1,6.4,6.3,6.4,8.237620578778145,1.3,0.35,11.0,5.0,1,False
The Gatsby ,New-York,871.0,6.5,3,848.0,8.5,7.0,8.2,6.9,6.8,6.5,7.6,2.0,0.15,12.0,4.0,1,False
Executive Class at MTS ,New-York,1800.0,6.9,4,166.0,9.1,7.1,7.4,7.4,6.9,6.8,6.4,0.95,0.1,9.0,6.0,1,False
Off SoHo Suites ,New-York,714.0,8.0,2,370.0,8.7,8.0,9.1,7.8,8.2,7.6,6.9,1.9,0.15,12.0,4.0,2,False
 Giraffe by Library Hotel Collection,New-York,1751.0,8.9,4,221.0,9.4,9.4,9.3,9.3,8.2,8.8,8.8,1.3,0.15,10.0,5.0,7,False
Edge  Washington Heights,New-York,821.0,8.0,3,315.0,8.4,8.6,9.0,8.5,7.7,8.2,8.9,5.0,0.2,9.0,3.0,2,False
Redford ,New-York,559.0,6.9,3,362.0,8.4,7.3,8.3,7.3,7.2,6.8,6.6,1.9,0.2,12.0,4.0,2,False
Pendry Manhattan West,New-York,2285.0,8.9,5,49.0,9.1,9.3,9.3,9.4,7.9,9.1,9.4,1.3,0.4,11.0,9.0,4,True
JG Sohotel,New-York,923.0,7.3,3,24.0,8.4,8.0,8.9,8.2,6.6,7.2,8.237620578778145,1.3,0.15,13.0,7.0,2,False
Merrion Row  and Public House,New-York,1550.0,8.7,4,391.0,9.4,9.0,9.2,9.0,8.2,8.7,8.3,0.9,0.3,10.0,6.0,1,False
Crosby Street ,New-York,4040.0,9.4,5,185.0,9.8,9.7,9.5,9.7,8.2,9.6,9.0,1.8,0.1,12.0,6.0,4,True
Orchard Street ,New-York,684.0,6.8,3,698.0,8.6,7.2,8.0,7.2,7.0,6.7,7.5,1.9,0.3,12.0,4.0,2,False
Solita Soho ,New-York,734.0,7.3,3,509.0,8.8,7.3,8.7,7.5,7.4,7.1,8.4,1.5,0.25,12.0,6.0,5,False
Baccarat  and Residences New York,New-York,4248.0,8.8,5,197.0,9.5,9.3,8.9,9.4,7.7,9.1,9.4,1.1,0.1,9.0,6.0,5,True
 Barrière Fouquet's New York,New-York,3815.0,9.0,5,8.0,8.4,10.0,8.4,10.0,8.4,9.1,8.237620578778145,1.3,0.3,13.0,4.0,4,True
Casa Cipriani New York,New-York,5549.0,9.6,5,25.0,8.5,9.8,9.4,9.9,7.9,9.5,8.237620578778145,1.1,0.1,14.0,5.0,1,False
 Hayden New York,New-York,1280.0,6.9,4,909.0,8.6,7.2,7.8,7.3,6.9,6.8,7.6,1.1,0.1,11.0,4.0,3,True
Four Points by Sheraton Midtown - Times Square,New-York,1210.0,7.8,4,2135.0,8.7,8.3,8.5,8.2,7.9,7.8,8.0,1.3,0.25,10.0,7.0,6,True
 AKA NoMad,New-York,1821.0,8.4,4,34.0,9.3,8.4,9.3,8.6,8.1,8.2,8.237620578778145,1.5,0.2,10.0,6.0,8,True
Bentley ,New-York,1004.0,6.7,4,2090.0,7.9,7.3,7.9,7.4,6.7,6.7,7.0,1.7,0.45,7.0,4.0,6,True
The Wall Street  New York City,New-York,2133.0,9.1,5,163.0,9.0,9.6,9.4,9.6,8.3,9.2,10.0,0.8,0.2,14.0,7.0,2,True
Chelsea Inn,New-York,550.0,6.8,3,721.0,8.9,7.2,6.9,7.1,7.0,6.9,6.1,1.4,0.25,11.0,4.0,2,False
Night  Broadway,New-York,778.0,6.0,3,3115.0,7.9,6.4,7.2,6.5,6.2,6.1,6.1,1.8,0.15,9.0,6.0,6,False
 Richland LES,New-York,858.0,7.9,3,193.0,8.3,8.5,8.8,8.3,8.1,7.9,8.1,1.8,0.25,12.0,4.0,3,False
The Sherry Netherland,New-York,2494.0,9.2,5,208.0,9.9,9.6,9.6,9.5,8.3,8.9,8.9,1.3,0.05,9.0,4.0,6,True
"The Ritz-Carlton New York, Central Park",New-York,4144.0,9.0,5,60.0,9.7,9.4,9.5,9.3,7.8,8.9,8.237620578778145,1.2,0.15,9.0,7.0,7,True
"Holiday Inn Express - Wall Street, an IHG ",New-York,1130.0,6.5,3,1183.0,8.5,7.0,7.6,7.1,6.7,6.7,7.6,0.8,0.2,14.0,7.0,3,False
U  Fifth Avenue I Empire State Building,New-York,3468.0,7.8,3,1588.0,9.4,8.3,8.9,8.2,7.7,7.5,8.237620578778145,1.1,0.35,10.0,4.0,2,False
Incentra Village ,New-York,1443.0,8.1,3,137.0,9.7,8.3,8.8,8.3,8.0,7.8,9.4,1.3,0.25,12.0,6.0,1,False
Lowell ,New-York,3849.0,8.8,5,21.0,9.7,9.2,8.9,9.3,8.0,8.2,10.0,1.1,0.25,8.0,4.0,19,True
Windsor ,New-York,698.0,6.2,2,724.0,7.9,6.3,7.7,6.3,6.8,6.1,7.4,1.6,0.1,12.0,4.0,3,False
Nine Orchard,New-York,2410.0,9.5,4,8.0,9.1,9.4,9.4,9.4,7.8,9.4,8.237620578778145,1.2,0.15,12.0,6.0,1,True
The Kimberly ,New-York,1315.0,9.0,4,391.0,9.4,9.3,9.4,9.3,8.4,8.9,8.237620578778145,1.5,0.1,9.0,6.0,6,False
33 Seaport  New York,New-York,1708.0,8.7,5,298.0,9.1,9.1,9.2,9.2,8.3,8.7,8.9,1.1,0.55,13.0,4.0,6,True
East Village ,New-York,906.0,7.9,3,815.0,8.9,8.4,7.9,8.4,8.3,7.9,8.3,1.5,0.4,11.0,3.0,2,True
