Name,City,Price,Rating,Stars,Reviews,Location,Cleanliness,staff,Comfort,Value for Money,Facilities,Wifi,Closest attraction dist,Closest transportation,Closest airport,payment methods,Number of languages,Allowing pets
Comfort Inn San Diego Airport At The Harbor,San-Diego,430.0,7.4,2,229.0,8.5,7.8,8.0,7.9,7.4,7.5,8.1,4.3,4.2,3.4,8.0,3,False
"Motel 6 - San Diego, CA – near Sea World",San-Diego,292.0,7.1,2,3341.0,7.4,7.6,7.9,7.4,7.5,7.2,7.4,5.0,0.6,2.9,4.0,1,True
The Westgate ,San-Diego,1061.0,8.1,4,68.0,8.6,8.7,8.8,9.0,8.1,8.7,8.118243243243233,1.2,0.7,3.3,4.0,4,False
Residence Inn by Marriott San Diego Downtown,San-Diego,961.0,7.5,3,180.0,8.9,7.9,8.4,8.0,7.2,7.6,7.3,1.6,0.75,2.2,7.0,2,True
San Diego Marriott Del Mar,San-Diego,844.0,8.2,4,438.0,8.6,8.7,8.8,8.8,8.1,8.7,8.118243243243233,8.0,4.0,22.0,7.0,2,True
Catamaran Resort  and Spa,San-Diego,1247.0,7.2,4,319.0,9.1,7.5,8.4,7.4,6.6,7.3,8.5,7.0,4.1,9.0,3.0,2,True
 Marisol Coronado,San-Diego,1216.0,9.4,3,236.0,9.8,9.6,9.6,9.6,8.9,9.4,8.3,3.8,3.7,3.1,4.0,1,False
San Diego Marriott Marquis and Marina,San-Diego,3019.0,8.4,4,1059.0,9.3,8.8,8.8,8.8,7.8,8.7,8.118243243243233,1.6,0.95,3.7,7.0,5,False
Pleasant Inn,San-Diego,412.0,7.9,3,823.0,8.2,8.3,8.8,8.2,7.8,7.8,7.6,9.0,5.0,11.0,4.0,3,False
Sheraton Mission Valley San Diego ,San-Diego,873.0,7.9,3,330.0,8.5,8.3,8.6,8.2,7.5,8.0,8.8,3.4,4.8,5.0,6.0,1,True
Best Western Plus Suites  Coronado Island,San-Diego,814.0,7.9,3,322.0,9.0,8.4,8.7,8.3,7.7,7.8,8.2,2.5,2.4,3.2,7.0,2,False
"Motel 6-San Diego, CA -  Circle - Mission Valley",San-Diego,330.0,6.0,2,1108.0,7.5,6.5,7.6,6.6,6.3,6.3,6.8,3.6,1.4,3.1,4.0,1,True
SpringHill Suites by Marriott San Diego Downtown/Bayfront,San-Diego,1206.0,8.8,3,756.0,9.6,9.1,9.1,9.1,8.3,9.0,8.5,2.0,0.25,2.6,7.0,2,False
Legacy Resort  & Spa,San-Diego,863.0,8.8,4,203.0,8.9,9.2,9.0,9.2,8.5,9.0,7.8,3.2,2.8,3.5,6.0,1,False
The Inn at Sunset Cliffs,San-Diego,1082.0,8.5,3,242.0,9.5,8.8,9.2,8.8,8.4,8.5,8.1,6.0,6.0,6.0,4.0,1,False
Ocean Villa Inn,San-Diego,615.0,7.7,2,1413.0,9.3,7.8,8.9,7.8,7.8,7.6,7.4,4.9,4.7,6.0,5.0,2,True
La Jolla Cove Suites,San-Diego,692.0,6.8,3,1144.0,9.3,7.3,8.5,7.5,6.6,6.6,7.1,8.0,4.5,15.0,7.0,2,False
La Quinta by Wyndham San Diego Mission Bay,San-Diego,813.0,7.6,3,1157.0,7.6,8.1,8.4,8.1,7.8,7.7,7.9,6.0,0.35,9.0,4.0,2,True
DoubleTree By Hilton San Diego  Circle,San-Diego,702.0,6.8,4,1103.0,8.1,7.3,8.0,7.3,6.7,7.1,8.118243243243233,3.5,2.2,3.1,6.0,2,True
Fairfield Inn & Suites San Diego Old Town,San-Diego,1103.0,7.6,3,136.0,8.6,8.1,8.1,8.1,7.6,7.8,8.2,3.4,0.9,1.8,7.0,2,False
Homewood Suites by Hilton San Diego-Del Mar,San-Diego,742.0,8.0,3,272.0,8.5,8.3,8.7,8.3,7.9,8.0,7.5,6.0,1.7,21.0,8.0,3,False
Comfort Inn San Diego Old Town,San-Diego,435.0,6.9,3,408.0,7.8,7.5,8.0,7.5,7.0,7.1,7.9,3.3,0.85,1.8,7.0,2,False
"Motel 6-San Diego, CA - North",San-Diego,361.0,6.7,2,453.0,7.4,7.0,7.9,6.9,6.9,6.7,6.3,9.0,5.0,12.0,4.0,1,True
Four Points by Sheraton San Diego Downtown Little Italy,San-Diego,684.0,6.8,3,338.0,7.6,7.6,7.7,7.6,6.9,7.0,8.4,1.2,0.85,2.9,7.0,2,False
Americas Best Value Inn Loma Lodge,San-Diego,1714.0,6.6,2,1047.0,7.6,7.0,7.9,7.0,7.2,6.7,7.9,4.6,1.4,2.4,4.0,1,False
TownePlace Suites by Marriott San Diego Airport/Liberty Station,San-Diego,1079.0,9.0,3,351.0,9.3,9.4,9.1,9.4,8.7,9.2,8.118243243243233,3.7,3.0,1.9,6.0,1,True
Hilton Garden Inn San Diego Del Mar,San-Diego,697.0,8.0,4,164.0,8.5,8.3,8.6,8.4,7.9,8.1,7.0,6.0,1.7,21.0,6.0,1,False
Days Inn by Wyndham Mission Valley Qualcomm Stadium/SDSU,San-Diego,359.0,5.9,2,2515.0,7.0,6.5,7.1,6.6,6.5,6.2,6.5,8.0,11.0,11.0,5.0,3,False
Sonesta ES Suites Carmel Mountain - San Diego,San-Diego,692.0,8.3,3,294.0,9.2,8.8,8.6,8.7,8.3,8.6,7.9,0.016,0.016,25.0,9.0,2,True
"Motel 6-La Mesa, CA",San-Diego,378.0,6.6,2,231.0,7.6,7.2,7.5,7.3,6.9,7.0,7.9,10.0,12.0,14.0,4.0,1,True
Super 8 by Wyndham San Diego  Circle,San-Diego,301.0,5.7,2,3826.0,7.2,6.3,7.2,6.4,6.5,6.0,6.6,3.1,3.2,3.8,5.0,2,False
SureStay  by Best Western San Diego Pacific Beach,San-Diego,391.0,6.9,2,706.0,7.8,7.4,8.1,7.4,7.2,7.2,7.6,6.0,0.35,8.0,6.0,2,True
Courtyard by Marriott San Diego Miramar,San-Diego,780.0,8.7,3,46.0,8.5,9.5,9.1,9.3,8.3,9.0,8.3,13.0,9.0,19.0,5.0,3,False
Residence Inn San Diego Del Mar,San-Diego,684.0,8.1,3,76.0,8.7,8.7,8.6,8.7,7.9,8.1,8.1,8.0,3.9,22.0,7.0,1,True
Howard Johnson by Wyndham San Diego  Circle,San-Diego,684.0,6.0,3,1168.0,7.3,6.7,6.8,6.7,6.5,6.1,7.5,3.6,2.1,3.1,5.0,2,False
Urban Boutique ,San-Diego,2748.0,7.9,3,1349.0,9.5,8.1,9.1,8.1,8.0,7.7,8.6,1.3,0.7,2.5,6.0,2,True
"The US Grant, a Luxury Collection , San Diego",San-Diego,1824.0,7.9,5,112.0,8.2,8.8,8.8,8.8,7.2,8.3,8.8,1.3,0.75,3.4,7.0,1,True
Fairfield Inn & Suites by Marriott San Diego Pacific Beach,San-Diego,1233.0,8.3,2,47.0,8.4,9.0,8.8,8.8,8.3,8.9,10.0,6.0,0.5,8.0,5.0,2,False
Residence Inn San Diego La Jolla,San-Diego,1010.0,8.4,3,484.0,9.0,8.7,9.0,8.8,8.4,8.5,8.1,6.0,0.75,16.0,7.0,5,True
Riverleaf Inn Mission Valley,San-Diego,2934.0,6.0,2,2799.0,7.3,6.5,8.0,6.4,6.7,6.2,8.118243243243233,3.4,1.2,3.1,4.0,2,True
Extended Stay America Suites - San Diego - Fashion Valley,San-Diego,489.0,6.5,2,183.0,7.5,7.1,7.9,7.1,6.7,6.7,7.8,4.4,4.5,6.0,6.0,1,True
The Lodge at Torrey Pines,San-Diego,2401.0,8.5,5,82.0,9.5,9.3,9.0,9.1,7.6,8.7,10.0,4.3,1.9,20.0,3.0,1,True
Quality Inn San Diego I-5 Naval Base,San-Diego,457.0,7.5,2,157.0,7.5,8.0,8.1,7.9,7.3,7.4,7.5,6.0,7.0,9.0,9.0,2,False
 Iris - Mission Valley-San Diego Zoo-SeaWorld,San-Diego,368.0,5.3,2,1215.0,7.3,5.9,6.9,5.9,5.8,5.6,7.1,3.2,2.9,3.7,4.0,2,True
Extended Stay America Suites - San Diego - Mission Valley - Stadium,San-Diego,636.0,6.2,2,143.0,7.6,6.9,7.4,6.9,6.4,6.4,7.2,6.0,9.0,11.0,6.0,1,True
Extended Stay America Suites - San Diego -  Circle,San-Diego,636.0,6.7,2,177.0,7.9,7.4,7.8,7.3,6.8,7.1,7.4,3.8,1.8,3.1,6.0,2,True
